label_true,binary_true,decision,binary_prediction,binary_probability,attack_type,correct
DDoS,1,ATTACK,1,0.9948583680561308,DDoS,True
DDoS,1,ATTACK,1,0.9832330717623609,DDoS,True
DDoS,1,ATTACK,1,0.9948583680561308,DDoS,True
DDoS,1,ATTACK,1,0.9832330717623609,DDoS,True
DDoS,1,ATTACK,1,0.9978136412214248,DDoS,True
DDoS,1,ATTACK,1,0.983233071762361,DDoS,True
DDoS,1,ATTACK,1,0.9978136412214248,DDoS,True
DDoS,1,ATTACK,1,0.9832330717623609,DDoS,True
DDoS,1,ATTACK,1,0.9977958757259648,DDoS,True
DDoS,1,ATTACK,1,0.983233071762361,DDoS,True
DDoS,1,ATTACK,1,0.9976735836080982,DDoS,True
DDoS,1,ATTACK,1,0.9998439127364313,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998808619823052,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998808619823052,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889736,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889732,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889736,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889736,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889736,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889732,DDoS,True
DDoS,1,ATTACK,1,0.9934374288775004,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889732,DDoS,True
DDoS,1,ATTACK,1,0.9973870452983826,DDoS,True
DDoS,1,ATTACK,1,0.997735454647106,DDoS,True
DDoS,1,ATTACK,1,0.9998608618889732,DDoS,True
DDoS,1,ATTACK,1,0.9924432155292338,DDoS,True
DDoS,1,ATTACK,1,0.9960051844769314,DDoS,True
DDoS,1,ATTACK,1,0.9921934577623608,DDoS,True
DDoS,1,ATTACK,1,0.9998808619823047,DDoS,True
DDoS,1,ATTACK,1,0.9921934577623608,DDoS,True
DDoS,1,ATTACK,1,0.9998904269011258,DDoS,True
DDoS,1,ATTACK,1,0.9973870452983826,DDoS,True
DDoS,1,ATTACK,1,0.9965417403146094,DDoS,True
DDoS,1,ATTACK,1,0.9921980017222558,DDoS,True
DDoS,1,ATTACK,1,0.9965417403146096,DDoS,True
DDoS,1,ATTACK,1,0.9921980017222558,DDoS,True
DDoS,1,ATTACK,1,0.9998904269011258,DDoS,True
DDoS,1,ATTACK,1,0.9973870452983826,DDoS,True
DDoS,1,ATTACK,1,0.999890426901126,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DoS Hulk,True
DDoS,1,ATTACK,1,0.9998750736479428,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DoS Hulk,True
DDoS,1,ATTACK,1,0.9998904269011258,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668994,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998922849856924,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668994,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668994,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.9976735836080982,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668992,DDoS,True
DDoS,1,ATTACK,1,0.9948583680561308,DDoS,True
DDoS,1,ATTACK,1,0.9998733186668994,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998782161750868,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.999878216175087,DDoS,True
DDoS,1,ATTACK,1,0.9984721853050454,DDoS,True
DDoS,1,ATTACK,1,0.9998274563955744,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998274563955744,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998274563955744,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998274563955744,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998983018328644,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999865396914027,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998758080160928,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998861471940508,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999856976113738,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9998758080160928,DDoS,True
DDoS,1,ATTACK,1,0.9707244811112749,DDoS,True
DDoS,1,ATTACK,1,0.999856976113738,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.9963849813250528,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.999856976113738,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.999875808016093,DDoS,True
DDoS,1,ATTACK,1,0.9843763801186768,DDoS,True
DDoS,1,ATTACK,1,0.9998758080160932,DDoS,True
DDoS,1,ATTACK,1,0.9924432155292338,DDoS,True
DDoS,1,ATTACK,1,0.999856976113738,DDoS,True
DDoS,1,ATTACK,1,0.9976358316652758,DDoS,True
DDoS,1,ATTACK,1,0.9998791014621352,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.9998660452474896,DDoS,True
DDoS,1,ATTACK,1,0.9977958757259648,DDoS,True
DDoS,1,ATTACK,1,0.999905143128802,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.9998791014621352,DDoS,True
DDoS,1,ATTACK,1,0.9924916416793548,DDoS,True
DDoS,1,ATTACK,1,0.9998791014621352,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.9998486234918484,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.999905143128802,DDoS,True
DDoS,1,ATTACK,1,0.9712889972403072,DDoS,True
DDoS,1,ATTACK,1,0.9999435544914552,DDoS,True
DDoS,1,ATTACK,1,0.971288997240307,DDoS,True
DDoS,1,ATTACK,1,0.9998674649704568,DDoS,True
DDoS,1,ATTACK,1,0.971288997240307,DDoS,True
DDoS,1,ATTACK,1,0.9999435544914554,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998697575531637,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999435544914552,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998593000006252,DDoS,True
DDoS,1,ATTACK,1,0.971288997240307,DDoS,True
DDoS,1,ATTACK,1,0.9998593000006252,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999435544914554,DDoS,True
DDoS,1,ATTACK,1,0.9712889972403068,DDoS,True
DDoS,1,ATTACK,1,0.9998629971359612,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999435544914552,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9998650374764064,DDoS,True
DDoS,1,ATTACK,1,0.9976724528980122,DDoS,True
DDoS,1,ATTACK,1,0.9999489131318072,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9999489131318072,DDoS,True
DDoS,1,ATTACK,1,0.9843763801186768,DDoS,True
DDoS,1,ATTACK,1,0.9998683672187936,DDoS,True
DDoS,1,ATTACK,1,0.9984845435487212,DDoS,True
DDoS,1,ATTACK,1,0.9999489131318072,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998696606209236,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9998696606209236,DDoS,True
DDoS,1,ATTACK,1,0.9948583680561308,DDoS,True
DDoS,1,ATTACK,1,0.9998696606209236,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9987167458664452,DDoS,True
DDoS,1,ATTACK,1,0.9976724528980122,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999449913715536,DDoS,True
DDoS,1,ATTACK,1,0.9984843704139486,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999449913715536,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9999449913715536,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.999944991371554,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9999449913715536,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9916340649946608,DDoS,True
DDoS,1,ATTACK,1,0.999944991371554,DDoS,True
DDoS,1,ATTACK,1,0.9963849813250528,DDoS,True
DDoS,1,ATTACK,1,0.9843763801186768,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9978259994651004,DDoS,True
DDoS,1,ATTACK,1,0.9999449913715536,DDoS,True
DDoS,1,ATTACK,1,0.9948583680561308,DDoS,True
DDoS,1,ATTACK,1,0.9999241136649116,DDoS,True
DDoS,1,ATTACK,1,0.9973694396645796,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997735454647106,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9885687948474096,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997735454647106,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.9924916416793548,DDoS,True
DDoS,1,ATTACK,1,0.9999479800133604,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9992633563876808,DDoS,True
DDoS,1,ATTACK,1,0.9978246956202422,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.971288997240307,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.971288997240307,DDoS,True
DDoS,1,ATTACK,1,0.9992633563876808,DDoS,True
DDoS,1,ATTACK,1,0.9712889972403072,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9992633563876808,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.992586288762038,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.99140190010381,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.9973694396645796,DDoS,True
DDoS,1,ATTACK,1,0.9948870452983828,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.9576089255321298,DDoS,True
DDoS,1,ATTACK,1,0.9992567338711246,DDoS,True
DDoS,1,ATTACK,1,0.9964416462347157,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9957082826967616,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9869726522437208,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9893853330955364,DDoS,True
DDoS,1,ATTACK,1,0.9992567338711246,DDoS,True
DDoS,1,ATTACK,1,0.9977445813994424,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9921934577623608,DDoS,True
DDoS,1,ATTACK,1,0.9992497918371086,DDoS,True
DDoS,1,ATTACK,1,0.9975486910472062,DDoS,True
DDoS,1,ATTACK,1,0.999245026547436,DDoS,True
DDoS,1,ATTACK,1,0.9977958757259648,DDoS,True
DDoS,1,ATTACK,1,0.9990527188551284,DDoS,True
DDoS,1,ATTACK,1,0.9809825726239252,DDoS,True
DDoS,1,ATTACK,1,0.9990453874768292,DDoS,True
DDoS,1,ATTACK,1,0.9784825726239252,DDoS,True
DDoS,1,ATTACK,1,0.9990453874768292,DDoS,True
DDoS,1,ATTACK,1,0.9977958757259648,DDoS,True
DDoS,1,ATTACK,1,0.9987139048002136,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886048,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886046,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9953736360841796,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886048,DDoS,True
DDoS,1,ATTACK,1,0.9892529554287048,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886046,DDoS,True
DDoS,1,ATTACK,1,0.9762889972403072,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886048,DDoS,True
DDoS,1,ATTACK,1,0.976288997240307,DDoS,True
DDoS,1,ATTACK,1,0.9963508234886046,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9970615813360524,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9969265568837647,DDoS,True
DDoS,1,ATTACK,1,0.9892529554287048,DDoS,True
DDoS,1,ATTACK,1,0.9969265568837646,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9969328382908,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9940102021042508,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9973032128569388,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9955794617233676,DDoS,True
DDoS,1,ATTACK,1,0.9961948901797631,DDoS,True
DDoS,1,ATTACK,1,0.9832569848862792,DDoS,True
DDoS,1,ATTACK,1,0.9843763801186768,DDoS,True
DDoS,1,ATTACK,1,0.1696851214725215,Web_Attack,True
DDoS,1,ATTACK,1,0.9832569848862788,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.994853281586141,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.9977958757259648,DDoS,True
DDoS,1,ATTACK,1,0.9948532815861412,DDoS,True
DDoS,1,ATTACK,1,0.997721003780054,DDoS,True
DDoS,1,ATTACK,1,0.997721003780054,DDoS,True
DDoS,1,ATTACK,1,0.9976534372990788,DDoS,True
DDoS,1,ATTACK,1,0.9973694396645796,DDoS,True
DDoS,1,ATTACK,1,0.9924916416793548,DDoS,True
DDoS,1,ATTACK,1,0.9964416462347157,DDoS,True
DDoS,1,ATTACK,1,0.9832569848862788,DDoS,True
DDoS,1,ATTACK,1,0.993688556233995,DDoS,True
DDoS,1,ATTACK,1,0.985425149281696,DDoS,True
DDoS,1,ATTACK,1,0.993688556233995,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.903427070753663,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9016879403188804,DDoS,True
DDoS,1,ATTACK,1,0.985425149281696,DDoS,True
DDoS,1,ATTACK,1,0.971553282355337,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9911826050300538,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9978166050053554,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9614393686200172,DDoS,True
DDoS,1,ATTACK,1,0.9936841566411544,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9854251492816958,DDoS,True
DDoS,1,ATTACK,1,0.9754556639069736,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9754556639069736,DDoS,True
DDoS,1,ATTACK,1,0.9854230628767108,DDoS,True
DDoS,1,ATTACK,1,0.9975862887620384,DDoS,True
DDoS,1,ATTACK,1,0.9974341566411544,DDoS,True
DDoS,1,ATTACK,1,0.9754556639069736,DDoS,True
DDoS,1,ATTACK,1,0.997824695620242,DDoS,True
DDoS,1,ATTACK,1,0.9854230628767108,DDoS,True
DDoS,1,ATTACK,1,0.9925862887620382,DDoS,True
DDoS,1,ATTACK,1,0.9854230628767108,DDoS,True
